port,cvss_score,internet_exposed,service_risk,patch_age,exploit_available,service_popularity,auth_required,known_cve_count,misconfig_score,network_depth,critical_asset,label
110,4.34,0,0.6,0,1,0.3,0,6,0.74,3,1,1
110,5.89,1,0.6,1,1,0.61,1,20,0.89,1,0,1
80,7.42,1,0.7,0,1,0.56,0,1,0.78,1,1,1
3306,4.2,1,0.8,2,1,0.5,1,0,0.43,4,1,1
23,9.86,0,0.95,2,0,0.91,1,0,0.67,4,1,1
22,6.22,0,0.6,1,0,0.47,0,8,0.0,1,1,0
445,3.53,1,0.9,2,1,0.61,0,0,0.86,1,0,1
80,9.52,0,0.7,0,0,0.97,1,20,0.27,4,1,1
110,6.39,1,0.6,5,1,0.63,0,4,0.95,1,0,1
25,3.86,0,0.5,3,0,0.55,0,20,0.49,2,0,0
22,6.22,0,0.6,1,0,0.8,1,2,0.97,1,1,1
445,4.11,1,0.9,1,0,0.71,0,16,0.48,3,1,1
80,7.02,0,0.7,0,0,1.0,1,15,0.37,2,1,1
3306,6.42,1,0.8,0,0,0.52,1,4,0.82,4,0,1
80,9.32,0,0.7,0,1,0.67,1,15,0.25,5,1,1
143,9.95,0,0.6,2,1,0.65,1,1,0.51,4,0,1
21,4.3,0,0.9,4,0,0.34,0,1,0.2,2,0,1
25,5.51,0,0.5,5,0,0.91,0,2,0.79,5,1,1
23,3.95,0,0.95,3,0,0.65,1,8,0.62,1,0,1
110,7.17,1,0.6,4,1,0.46,1,9,0.52,1,0,1
3306,9.47,1,0.8,4,1,0.95,1,8,0.65,1,0,1
3306,3.9,1,0.8,1,0,0.74,0,16,0.73,1,1,1
3389,9.37,0,0.85,5,0,0.34,0,15,0.86,3,0,1
80,8.88,0,0.7,3,1,0.4,1,1,0.78,2,0,1
21,4.28,1,0.9,1,0,0.66,1,0,0.56,5,0,1
110,5.51,1,0.6,3,1,0.59,1,20,0.02,1,0,1
110,3.15,1,0.6,3,1,0.78,1,17,0.07,4,1,1
53,4.83,0,0.4,0,1,0.89,1,10,0.93,5,0,1
21,4.3,0,0.9,1,1,0.61,0,13,0.03,2,1,1
23,5.71,1,0.95,4,0,0.47,0,11,0.21,5,0,1
80,4.73,1,0.7,5,0,0.86,1,12,0.77,4,0,1
53,9.34,1,0.4,1,1,0.9,1,0,0.14,5,0,1
3306,5.6,1,0.8,3,1,0.82,0,13,0.32,5,1,1
22,4.85,1,0.6,0,0,0.96,1,18,0.3,4,0,1
445,9.47,1,0.9,4,0,0.47,1,17,0.34,5,0,1
53,3.53,1,0.4,0,1,0.63,0,18,0.11,2,1,1
143,3.88,1,0.6,5,1,0.7,1,3,0.04,2,0,1
139,5.34,1,0.8,1,0,0.32,0,20,0.05,2,0,1
445,6.2,0,0.9,2,0,0.62,1,0,0.3,3,1,1
3306,4.27,0,0.8,5,0,0.63,0,4,0.85,1,1,1
443,5.86,0,0.7,3,1,0.99,1,12,0.78,2,1,1
143,6.53,1,0.6,2,1,0.7,0,18,0.41,2,1,1
110,3.94,1,0.6,2,1,0.54,1,19,0.25,5,0,1
80,8.95,0,0.7,4,0,0.91,1,9,0.02,3,0,1
110,8.56,0,0.6,0,1,0.55,1,17,0.06,2,1,1
3306,9.9,1,0.8,2,1,0.34,0,8,0.87,3,1,1
143,6.47,0,0.6,4,0,0.81,1,19,0.9,5,0,1
22,9.72,1,0.6,3,1,0.84,1,8,0.53,1,0,1
21,7.44,1,0.9,0,1,0.93,1,19,0.09,5,1,1
3389,3.09,0,0.85,4,1,0.66,0,3,0.25,1,1,1
139,9.59,0,0.8,3,0,0.41,1,3,0.48,3,0,1
80,6.82,0,0.7,2,1,0.77,0,19,0.89,1,0,1
110,3.08,1,0.6,4,1,0.66,0,4,0.4,3,0,1
21,6.89,0,0.9,1,1,0.67,1,5,0.18,4,0,1
22,8.6,0,0.6,1,0,0.33,0,1,0.36,4,0,0
139,7.79,1,0.8,4,0,0.91,1,6,0.48,5,1,1
53,5.41,0,0.4,4,0,0.34,0,15,0.23,4,0,1
3306,5.89,0,0.8,3,0,0.87,1,9,0.2,4,0,1
3306,6.89,0,0.8,1,0,0.33,1,5,0.59,4,1,1
53,8.29,0,0.4,0,1,0.33,0,16,0.16,5,0,1
21,8.35,0,0.9,1,1,0.64,0,15,0.95,1,1,1
143,6.04,1,0.6,2,1,0.6,1,18,0.16,3,1,1
143,6.79,1,0.6,4,1,0.98,1,10,0.89,1,0,1
53,5.55,1,0.4,5,1,0.61,1,6,0.94,4,0,1
21,5.55,1,0.9,3,0,0.37,1,14,0.79,5,1,1
80,5.15,0,0.7,1,0,0.51,0,3,0.72,5,1,1
110,8.68,1,0.6,4,1,0.95,0,0,0.19,5,1,1
53,8.66,0,0.4,4,1,0.89,1,18,0.81,1,0,1
22,7.42,1,0.6,4,1,0.38,0,5,0.9,2,0,1
3389,3.71,1,0.85,0,0,0.86,1,2,0.58,5,0,0
443,3.56,0,0.7,0,1,0.66,1,13,0.13,4,0,1
25,7.9,0,0.5,2,1,0.53,0,19,0.53,2,1,1
445,7.07,0,0.9,4,0,0.52,1,9,0.66,2,0,1
23,5.62,1,0.95,2,0,0.33,0,9,0.38,1,0,1
80,9.78,0,0.7,2,0,0.51,1,8,0.46,1,0,1
110,5.71,0,0.6,2,0,0.73,1,8,0.24,2,1,1
21,9.84,1,0.9,1,0,0.89,1,5,0.14,3,0,1
53,4.14,1,0.4,5,1,0.42,0,15,0.38,4,0,1
22,5.38,1,0.6,1,0,0.45,1,4,0.07,1,1,1
110,9.2,1,0.6,4,0,0.46,0,6,0.96,1,1,1
3306,5.52,0,0.8,5,1,0.88,1,7,0.64,4,1,1
80,8.41,0,0.7,0,1,1.0,0,1,0.43,1,1,1
443,4.06,1,0.7,0,1,0.52,1,17,0.23,3,1,1
3389,7.25,1,0.85,1,1,0.7,0,20,0.21,4,1,1
21,5.56,0,0.9,1,1,0.62,1,20,0.88,4,1,1
143,9.11,0,0.6,2,1,0.41,1,2,0.02,5,1,1
25,7.52,0,0.5,2,0,0.7,0,0,0.62,5,1,1
80,6.11,1,0.7,3,1,0.44,0,13,0.6,4,1,1
21,5.76,1,0.9,3,0,0.55,1,16,0.79,1,1,1
21,8.27,0,0.9,4,1,0.74,1,19,0.74,3,0,1
445,3.57,0,0.9,5,0,0.78,0,2,0.37,2,1,1
21,3.65,0,0.9,5,1,0.76,0,3,0.61,4,1,1
143,7.25,0,0.6,3,1,0.86,0,13,0.08,3,0,1
445,3.62,0,0.9,0,1,0.31,1,20,0.45,4,1,1
443,6.54,0,0.7,4,1,0.6,1,13,0.39,4,0,1
21,3.43,0,0.9,3,1,0.78,1,11,0.42,3,1,1
23,8.71,1,0.95,1,1,0.68,0,17,0.33,1,1,1
445,5.56,1,0.9,3,1,0.66,1,2,0.09,3,1,1
445,7.49,1,0.9,2,0,0.36,0,20,0.8,1,1,1
25,7.93,1,0.5,4,0,0.98,0,6,0.81,3,1,1
3389,8.79,1,0.85,3,0,0.75,0,11,0.4,2,0,1
25,5.69,1,0.5,0,1,0.99,1,11,0.31,1,0,1
443,8.45,0,0.7,1,0,0.41,1,14,0.72,5,0,1
3389,4.67,1,0.85,3,1,0.45,1,18,0.44,1,0,1
110,4.62,1,0.6,4,0,0.89,0,1,0.05,4,1,1
21,3.27,0,0.9,4,1,0.72,0,6,0.5,2,0,1
23,6.26,0,0.95,2,1,0.45,0,1,0.35,3,0,1
53,3.39,1,0.4,3,0,0.78,0,5,0.18,3,1,1
3306,7.69,1,0.8,5,1,0.7,0,19,0.87,3,1,1
80,5.56,1,0.7,5,0,0.59,1,18,1.0,1,0,1
3389,6.85,0,0.85,1,0,0.44,1,0,0.72,3,1,1
21,3.39,0,0.9,1,0,0.65,1,8,0.04,2,0,0
23,7.23,0,0.95,2,1,0.3,0,3,0.67,2,0,1
25,4.54,1,0.5,2,1,0.54,1,7,0.59,2,0,1
3306,6.41,1,0.8,4,0,0.38,0,14,0.24,2,1,1
445,8.57,0,0.9,1,0,0.47,1,1,0.23,3,1,1
3389,8.82,0,0.85,0,1,0.62,1,14,0.57,1,1,1
445,5.47,0,0.9,4,0,0.76,0,19,0.92,2,1,1
21,6.2,0,0.9,3,0,0.38,1,12,0.32,1,0,1
443,5.02,1,0.7,3,0,0.68,0,12,0.35,3,0,1
443,9.67,0,0.7,1,1,0.49,0,0,0.02,4,1,1
22,5.75,1,0.6,1,1,0.7,1,8,0.78,1,1,1
21,5.66,0,0.9,0,1,0.63,0,7,0.06,5,0,1
110,5.99,1,0.6,5,1,0.66,0,10,0.1,5,1,1
21,6.29,0,0.9,2,0,0.48,1,4,0.68,1,1,1
110,3.23,0,0.6,4,1,0.54,1,12,0.34,2,1,1
143,9.83,1,0.6,3,0,0.7,0,16,0.95,5,1,1
445,7.78,1,0.9,2,0,0.82,0,14,0.91,4,0,1
110,8.74,1,0.6,4,1,0.63,0,5,0.86,4,0,1
80,3.6,1,0.7,5,1,0.77,0,19,0.65,5,0,1
21,5.67,0,0.9,5,0,0.41,0,16,0.26,2,0,1
443,5.05,1,0.7,5,1,0.97,1,11,0.07,4,1,1
25,3.87,1,0.5,0,0,0.35,1,14,0.38,5,0,0
143,5.67,0,0.6,0,1,0.43,0,11,0.46,2,1,1
3306,6.57,0,0.8,1,1,0.5,0,20,0.18,5,1,1
143,8.97,0,0.6,0,1,1.0,0,1,0.57,5,1,1
3306,3.13,1,0.8,1,1,0.57,1,1,0.52,5,0,1
445,8.74,1,0.9,1,0,0.83,0,14,0.72,3,0,1
3389,3.17,1,0.85,5,0,0.61,1,15,0.71,2,0,1
23,3.24,0,0.95,2,0,0.69,1,7,0.24,4,0,0
3306,6.06,1,0.8,5,0,0.6,0,14,0.37,2,0,1
445,5.07,0,0.9,5,1,0.46,1,18,0.01,3,0,1
3389,8.33,0,0.85,0,1,0.37,0,16,0.38,2,0,1
80,9.28,1,0.7,5,0,0.49,0,0,0.18,2,1,1
139,4.86,1,0.8,5,0,0.79,1,15,0.58,4,0,1
143,8.7,0,0.6,1,0,0.83,0,13,0.76,1,0,1
22,7.37,0,0.6,0,0,0.78,0,12,0.85,4,0,0
110,3.6,1,0.6,2,1,0.76,0,0,0.26,3,0,1
22,4.85,1,0.6,3,0,0.4,0,17,0.92,5,0,1
53,5.1,0,0.4,3,1,0.3,1,11,0.8,1,0,1
443,9.12,1,0.7,3,1,0.82,1,10,0.19,3,0,1
110,7.59,0,0.6,2,1,0.71,0,19,0.87,1,0,1
443,7.64,1,0.7,1,1,0.88,1,10,0.45,5,0,1
21,7.54,1,0.9,4,0,0.56,1,10,0.2,1,0,1
110,5.11,1,0.6,1,0,0.67,1,18,0.37,5,1,1
21,5.54,1,0.9,4,0,0.34,0,17,0.02,5,0,1
53,9.02,1,0.4,4,0,0.65,0,13,0.57,4,0,1
80,4.53,0,0.7,0,0,0.58,0,10,0.23,2,0,0
80,7.82,1,0.7,3,1,0.5,1,5,0.39,3,1,1
445,3.81,0,0.9,0,1,0.63,0,0,0.49,1,0,1
139,7.48,0,0.8,2,1,0.51,0,4,0.67,4,0,1
22,4.53,1,0.6,5,0,0.65,0,5,0.29,2,1,1
21,8.49,0,0.9,2,0,0.31,1,9,0.29,3,0,1
80,8.67,1,0.7,2,1,0.47,1,0,0.88,2,0,1
80,6.33,1,0.7,5,0,0.53,0,17,0.91,2,1,1
53,4.99,0,0.4,4,1,0.69,1,11,0.47,2,1,1
23,9.04,1,0.95,0,1,0.32,0,7,0.23,1,1,1
143,6.88,0,0.6,1,0,0.67,1,15,0.21,3,1,1
25,6.48,0,0.5,5,1,0.95,0,10,0.04,2,0,1
53,7.51,1,0.4,4,1,0.73,1,0,0.83,4,1,1
139,9.4,1,0.8,5,1,0.35,0,18,0.55,4,1,1
139,9.83,1,0.8,3,0,0.98,0,1,0.47,5,1,1
80,9.11,0,0.7,1,0,0.52,0,7,0.66,5,0,1
21,5.38,0,0.9,5,0,0.97,1,9,0.49,5,0,1
443,7.05,1,0.7,0,0,0.81,1,17,0.55,2,0,1
22,5.06,1,0.6,5,0,0.54,1,1,0.15,5,0,1
139,9.03,1,0.8,1,0,0.98,1,4,0.13,2,0,1
143,4.49,1,0.6,0,0,0.6,1,4,0.63,3,1,1
3389,5.59,0,0.85,0,0,0.59,0,12,0.36,1,1,1
80,6.44,0,0.7,2,1,0.87,1,0,0.42,5,1,1
53,4.63,0,0.4,5,1,0.81,0,17,0.73,5,1,1
23,5.74,0,0.95,1,1,0.57,0,6,0.88,1,0,1
23,8.99,0,0.95,2,1,0.61,1,7,0.59,2,0,1
143,8.8,0,0.6,5,0,0.47,0,13,0.12,4,1,1
3306,5.48,1,0.8,5,0,0.52,1,19,0.03,2,1,1
443,6.67,1,0.7,2,1,0.42,0,6,0.88,3,0,1
143,4.01,1,0.6,0,1,0.52,1,12,0.37,1,0,1
21,9.01,1,0.9,2,0,0.44,1,1,0.25,1,1,1
445,6.86,0,0.9,4,0,0.33,0,11,0.51,5,1,1
25,6.09,0,0.5,5,0,0.44,1,9,0.22,1,1,1
143,8.27,1,0.6,1,1,0.85,0,6,0.5,5,1,1
22,3.39,0,0.6,0,1,0.83,0,17,0.48,1,0,1
3306,4.88,0,0.8,2,1,0.31,0,20,0.83,5,1,1
23,5.86,0,0.95,0,1,0.62,1,16,0.21,2,0,1
143,5.92,1,0.6,2,0,0.58,0,4,0.37,1,1,1
23,5.48,1,0.95,0,0,0.48,0,20,0.49,1,0,1
110,6.66,0,0.6,3,1,0.41,1,19,0.55,4,1,1
22,3.83,1,0.6,0,0,0.7,1,17,0.09,2,0,0
143,8.85,1,0.6,3,1,0.34,1,6,0.73,2,1,1
23,6.92,1,0.95,5,1,0.71,0,18,0.37,5,0,1
53,6.71,0,0.4,4,0,0.77,0,18,0.87,2,1,1
25,9.3,1,0.5,5,0,0.66,0,5,0.71,3,0,1
22,6.36,1,0.6,1,0,0.56,0,14,0.07,5,1,1
445,4.77,1,0.9,5,0,0.86,0,13,0.73,4,1,1
25,4.32,0,0.5,1,1,0.38,0,4,0.95,2,0,1
445,6.95,1,0.9,4,0,0.44,0,8,0.29,1,1,1
443,9.31,0,0.7,5,1,0.74,1,15,0.74,5,1,1
3389,9.64,0,0.85,0,1,0.86,0,11,0.14,1,0,1
445,6.05,1,0.9,4,1,0.55,1,13,0.53,5,0,1
3306,7.08,1,0.8,0,0,0.36,1,9,0.16,3,0,1
53,4.07,1,0.4,4,0,0.6,0,11,0.71,3,0,1
23,8.95,1,0.95,4,1,0.35,0,6,0.89,4,1,1
139,8.23,1,0.8,0,0,0.75,0,10,0.18,2,1,1
139,9.72,1,0.8,0,0,0.49,1,6,0.58,4,1,1
445,7.11,0,0.9,1,0,0.9,1,19,0.82,1,1,1
53,3.98,0,0.4,5,1,0.37,0,4,0.64,1,0,1
3306,8.16,0,0.8,1,0,0.37,1,12,0.83,2,1,1
25,5.52,0,0.5,5,0,0.36,1,1,0.01,2,1,1
143,7.32,1,0.6,5,1,0.95,0,11,0.58,3,0,1
21,8.87,0,0.9,2,0,0.51,1,2,0.4,4,1,1
80,6.17,1,0.7,2,1,0.51,1,8,0.97,4,1,1
21,9.56,0,0.9,0,1,0.67,1,7,0.76,3,0,1
53,4.4,1,0.4,3,0,0.64,0,15,0.22,5,0,1
143,3.03,1,0.6,1,0,0.37,0,2,0.77,2,1,1
21,6.5,0,0.9,2,0,0.95,0,1,0.15,4,0,0
443,5.5,0,0.7,3,1,0.58,0,9,0.19,4,0,1
22,7.47,0,0.6,2,1,0.32,0,1,0.77,3,0,1
443,3.94,0,0.7,4,0,0.77,1,2,0.18,3,1,1
25,6.27,1,0.5,0,0,0.39,0,5,0.95,5,0,1
443,8.83,1,0.7,4,0,0.86,0,4,0.69,3,0,1
25,9.74,1,0.5,5,0,0.79,0,10,0.87,5,0,1
110,8.27,0,0.6,3,0,0.97,0,9,0.85,1,1,1
80,3.85,1,0.7,1,0,0.44,1,20,0.13,2,1,1
3306,4.15,0,0.8,1,0,0.59,0,13,0.61,5,1,1
143,6.3,0,0.6,5,1,0.33,1,17,0.4,3,1,1
21,7.6,0,0.9,2,0,0.55,1,17,0.29,4,0,1
80,7.59,1,0.7,4,1,0.61,0,7,0.54,3,0,1
25,7.36,1,0.5,3,1,0.83,1,20,0.08,3,0,1
110,9.23,1,0.6,4,1,0.37,1,3,0.66,3,1,1
139,4.98,0,0.8,1,1,0.84,0,17,0.87,2,0,1
139,7.43,0,0.8,1,1,0.64,1,3,0.8,1,0,1
3389,3.83,0,0.85,1,1,0.78,0,12,0.05,1,1,1
443,9.68,1,0.7,3,1,0.4,1,9,0.85,5,1,1
21,3.22,0,0.9,1,0,0.53,0,16,0.49,4,1,1
445,6.17,1,0.9,3,0,0.55,0,8,0.7,3,1,1
3389,5.96,0,0.85,3,1,0.92,0,2,0.44,2,0,1
3389,6.65,1,0.85,5,1,0.85,0,1,0.49,1,0,1
23,5.59,0,0.95,1,1,0.98,0,3,0.36,4,1,1
445,3.3,0,0.9,0,1,0.71,1,17,0.71,3,0,1
443,8.45,0,0.7,3,0,0.35,1,7,1.0,1,0,1
3389,8.88,0,0.85,3,0,0.61,1,15,0.68,5,0,1
21,8.86,1,0.9,1,0,0.71,1,20,0.45,1,0,1
80,6.2,1,0.7,5,0,0.76,0,17,0.99,2,0,1
445,6.59,1,0.9,2,1,0.67,0,9,0.75,1,1,1
139,3.27,1,0.8,0,0,0.53,1,20,0.9,1,0,1
22,6.06,0,0.6,0,0,0.97,0,1,0.99,4,0,0
80,9.59,0,0.7,4,1,0.32,0,16,0.74,5,0,1
3389,3.39,0,0.85,2,1,0.52,0,9,1.0,3,0,1
445,5.6,1,0.9,5,0,0.61,1,1,0.84,2,1,1
139,8.5,0,0.8,3,1,0.45,1,1,0.08,1,1,1
3306,3.66,1,0.8,3,0,0.58,1,5,0.7,5,1,1
443,7.83,0,0.7,3,0,0.79,1,19,0.99,2,0,1
23,6.89,1,0.95,4,1,0.39,0,1,0.57,5,0,1
445,3.06,1,0.9,0,1,0.39,0,7,0.53,3,0,1
3306,9.12,0,0.8,0,0,0.64,1,1,0.09,4,0,0
80,6.24,1,0.7,4,1,0.62,0,20,0.56,1,0,1
23,7.11,1,0.95,1,1,0.53,0,6,0.44,1,0,1
445,4.27,0,0.9,4,1,0.32,1,11,0.66,5,0,1
3389,9.67,0,0.85,4,0,0.49,0,3,0.75,3,0,1
22,6.5,1,0.6,2,1,0.52,1,20,0.71,4,0,1
80,3.27,1,0.7,1,1,0.34,1,13,0.35,3,0,1
25,4.97,0,0.5,1,1,0.49,1,5,0.65,1,1,1
143,8.97,0,0.6,0,1,0.51,1,10,0.58,5,1,1
139,8.3,0,0.8,2,0,0.57,1,5,0.65,5,0,1
3389,3.4,0,0.85,3,1,0.86,1,17,0.31,3,0,1
53,7.29,0,0.4,3,1,0.99,0,5,0.87,3,1,1
110,7.45,0,0.6,0,0,0.72,1,7,0.31,1,0,0
23,7.7,0,0.95,2,1,0.35,0,11,0.91,4,0,1
23,7.81,0,0.95,0,0,0.74,1,8,0.13,5,1,1
25,9.15,0,0.5,4,0,1.0,1,0,0.02,3,0,1
21,9.12,1,0.9,4,1,0.35,0,20,0.03,3,1,1
21,8.8,0,0.9,3,1,0.7,0,2,0.08,5,0,1
80,8.91,0,0.7,2,1,0.99,0,15,0.98,5,1,1
445,7.0,1,0.9,0,1,0.58,0,17,0.56,1,1,1
25,3.73,1,0.5,4,0,0.71,0,10,0.44,5,1,1
80,9.3,1,0.7,5,0,0.45,0,17,0.83,4,0,1
110,9.17,1,0.6,0,0,0.32,1,13,0.47,4,1,1
53,3.12,1,0.4,4,0,0.52,0,16,0.8,4,1,1
443,5.17,1,0.7,0,0,0.69,1,15,0.65,3,1,1
110,6.52,0,0.6,0,1,0.69,0,7,0.03,3,0,1
53,3.23,1,0.4,5,1,0.95,1,9,0.9,2,1,1
143,8.53,0,0.6,5,0,0.53,1,20,0.86,4,1,1
22,5.74,0,0.6,3,0,0.36,1,10,0.51,4,0,1
3306,8.07,0,0.8,0,0,0.95,1,11,0.59,2,0,0
110,4.55,1,0.6,5,1,0.77,0,1,0.35,2,1,1
53,4.05,0,0.4,4,0,0.71,1,18,0.59,4,0,1
23,6.65,1,0.95,5,0,0.51,0,20,0.5,3,1,1
23,3.46,1,0.95,4,0,0.97,1,0,0.78,2,1,1
139,6.37,0,0.8,4,0,0.73,0,2,0.6,1,1,1
21,4.62,1,0.9,3,1,0.39,0,12,0.13,1,0,1
143,5.14,1,0.6,3,1,0.67,1,8,0.03,2,1,1
22,3.42,1,0.6,2,0,0.53,1,11,0.27,3,1,1
3389,3.49,0,0.85,0,1,0.82,1,1,0.06,1,1,1
143,6.66,0,0.6,1,1,0.96,1,14,0.92,4,1,1
445,3.56,1,0.9,2,0,0.56,0,8,0.26,4,0,1
110,9.71,0,0.6,1,1,0.62,1,16,0.1,4,0,1
3306,9.75,0,0.8,4,0,0.46,0,14,0.44,5,0,1
3389,4.69,1,0.85,0,1,0.39,1,20,0.83,5,0,1
3306,9.54,1,0.8,0,1,0.3,1,8,0.43,4,1,1
80,7.46,1,0.7,0,1,0.98,1,1,0.89,5,1,1
3306,8.58,1,0.8,1,0,0.47,1,2,0.6,1,1,1
139,4.12,0,0.8,0,0,0.63,1,18,0.73,3,0,0
3389,3.42,0,0.85,0,0,0.98,0,13,0.19,3,1,0
3389,6.34,1,0.85,2,1,0.6,1,8,0.09,1,1,1
80,9.26,1,0.7,4,0,0.43,0,6,0.18,5,1,1
3389,7.16,0,0.85,2,1,1.0,1,2,0.95,3,0,1
22,8.29,0,0.6,0,0,0.68,1,3,0.76,1,0,0
3306,4.09,1,0.8,2,1,0.86,1,16,0.44,3,0,1
110,3.39,0,0.6,2,1,0.35,1,6,0.14,3,1,1
445,7.64,1,0.9,4,0,0.74,1,8,0.26,5,0,1
443,4.06,0,0.7,2,1,0.68,0,11,0.48,5,1,1
25,6.47,0,0.5,1,1,0.59,1,9,0.4,1,1,1
53,5.04,0,0.4,0,1,0.41,1,13,0.07,4,1,1
21,8.15,0,0.9,5,0,0.31,0,8,0.48,3,1,1
3389,7.21,1,0.85,1,1,0.81,1,7,0.89,5,1,1
110,3.41,0,0.6,4,1,0.78,1,15,0.55,4,0,1
25,3.74,0,0.5,5,0,0.81,1,18,0.94,1,0,1
21,5.83,0,0.9,0,0,0.97,0,12,0.48,5,1,1
139,3.62,1,0.8,0,0,0.81,1,5,0.42,4,1,1
3306,5.68,0,0.8,0,1,0.98,1,10,0.27,1,1,1
21,8.83,0,0.9,5,1,0.47,0,4,0.43,3,0,1
445,5.28,0,0.9,2,0,0.65,0,10,0.01,1,1,1
25,8.46,1,0.5,1,1,0.68,1,7,0.85,4,0,1
445,8.48,0,0.9,1,0,0.95,0,18,0.96,1,0,1
445,6.53,0,0.9,4,0,0.58,1,11,0.82,5,0,1
23,3.4,1,0.95,4,1,0.4,1,11,0.97,2,1,1
445,4.39,1,0.9,2,1,0.99,0,4,0.53,4,1,1
25,6.75,0,0.5,0,1,0.65,1,9,0.11,1,1,1
23,6.21,0,0.95,0,0,0.76,0,12,0.36,3,0,0
143,8.66,0,0.6,2,1,0.83,0,1,0.05,1,1,1
443,4.55,0,0.7,1,0,0.36,1,14,0.09,3,1,0
22,8.16,0,0.6,4,0,0.95,1,6,0.61,3,0,1
53,4.12,0,0.4,2,1,0.93,0,6,0.56,4,1,1
3389,7.97,1,0.85,4,1,0.66,0,5,0.98,4,1,1
143,4.64,1,0.6,2,0,0.83,0,17,0.81,4,0,1
3306,5.7,1,0.8,5,1,0.97,0,10,0.43,4,0,1
139,5.66,1,0.8,2,1,0.79,1,12,0.53,1,1,1
139,5.38,0,0.8,3,1,0.73,0,11,0.9,4,1,1
21,3.18,1,0.9,3,0,0.85,1,0,0.56,5,1,1
445,3.84,0,0.9,1,1,0.46,1,11,0.02,1,0,1
80,5.89,1,0.7,4,1,0.52,0,17,0.51,2,0,1
445,4.39,1,0.9,4,0,0.82,0,16,0.67,2,0,1
443,3.11,1,0.7,1,1,0.82,0,5,0.98,4,1,1
445,3.12,0,0.9,4,0,0.83,1,3,0.24,5,0,0
139,6.15,0,0.8,0,1,0.77,0,19,0.01,2,1,1
21,9.07,1,0.9,4,1,0.99,0,10,0.68,1,1,1
22,4.22,0,0.6,5,0,0.86,0,18,0.26,1,0,1
23,4.84,1,0.95,1,0,0.47,0,4,0.5,1,1,1
23,9.41,0,0.95,0,0,1.0,0,11,0.75,3,1,1
139,6.14,1,0.8,0,0,0.77,0,14,0.16,5,1,1
22,6.37,0,0.6,4,1,0.66,1,5,0.82,5,0,1
3389,4.04,1,0.85,0,0,0.78,1,13,0.12,3,1,1
445,3.37,0,0.9,5,0,0.67,0,18,0.59,1,1,1
53,3.31,0,0.4,2,1,0.95,0,8,0.23,3,0,1
23,8.62,0,0.95,2,1,0.97,1,18,0.73,2,1,1
25,3.77,1,0.5,5,0,0.69,1,8,0.42,3,0,1
25,7.2,0,0.5,1,1,0.46,0,17,0.85,5,0,1
3306,3.08,0,0.8,3,1,0.59,0,5,0.7,5,1,1
21,4.96,0,0.9,3,0,0.48,1,14,0.57,4,1,1
23,3.33,1,0.95,5,1,0.33,1,18,0.21,1,1,1
3389,8.44,1,0.85,3,1,0.52,0,14,0.95,2,0,1
21,8.79,1,0.9,4,1,0.33,1,3,0.62,5,1,1
3389,5.55,1,0.85,5,1,0.8,1,12,0.06,3,1,1
445,7.11,0,0.9,2,0,0.74,1,20,0.42,1,1,1
443,6.12,1,0.7,1,0,0.99,1,1,0.35,5,1,1
443,7.03,1,0.7,5,0,0.81,1,19,0.06,5,1,1
110,4.96,0,0.6,5,0,0.72,1,9,0.58,4,0,1
80,6.24,1,0.7,0,1,0.92,0,14,0.05,3,1,1
80,8.65,1,0.7,4,0,0.96,1,15,0.34,3,0,1
80,6.2,1,0.7,4,0,0.48,0,1,0.69,5,1,1
139,6.03,0,0.8,4,1,0.9,0,20,0.64,4,0,1
21,6.04,1,0.9,3,0,0.67,1,8,0.71,3,0,1
143,7.38,0,0.6,1,0,0.34,1,4,0.92,5,1,1
23,3.48,1,0.95,3,1,0.55,0,6,0.54,5,1,1
3306,7.72,1,0.8,1,1,0.73,1,8,0.87,5,1,1
53,9.64,0,0.4,2,0,0.81,1,18,0.0,2,1,1
25,6.95,0,0.5,4,0,0.44,1,3,0.92,5,1,1
3389,7.16,0,0.85,0,0,0.65,0,6,0.64,2,1,1
110,9.83,1,0.6,5,0,1.0,0,2,0.27,3,0,1
23,5.93,0,0.95,3,1,0.81,0,8,0.83,4,0,1
3306,7.26,0,0.8,2,1,0.57,0,10,0.27,5,1,1
22,5.2,0,0.6,5,1,0.95,0,1,0.74,5,0,1
3389,9.75,0,0.85,5,0,0.73,1,10,0.01,3,1,1
80,9.61,0,0.7,5,0,0.59,1,8,0.67,5,0,1
21,7.29,1,0.9,1,1,0.88,0,14,0.0,2,1,1
445,7.88,1,0.9,4,1,0.87,0,3,0.34,2,1,1
21,9.8,0,0.9,5,0,0.69,0,20,0.78,5,1,1
23,8.1,1,0.95,4,1,0.47,1,18,0.97,3,0,1
3389,7.74,0,0.85,0,0,0.57,0,16,0.3,1,1,1
3389,3.46,1,0.85,3,1,0.64,1,0,0.12,2,0,1
53,3.27,0,0.4,4,0,0.63,0,10,0.33,2,0,0
80,4.65,1,0.7,3,0,0.55,0,16,0.1,5,1,1
445,5.75,0,0.9,2,1,0.38,0,15,0.27,1,0,1
139,9.42,1,0.8,2,0,0.33,0,20,0.67,3,1,1
445,7.67,0,0.9,1,0,0.36,1,7,0.91,2,0,1
3306,4.94,1,0.8,0,1,0.99,1,0,0.38,2,1,1
3389,9.96,1,0.85,5,1,0.52,0,17,0.96,2,0,1
